"","Date","Close","Daily_ROI","OBV","ATR","MACD","ADX","EPS","Gross_Margin","sentiment_score"
"1",2021-10-01,258.406677246094,-0.000335288791083244,916156200,6.87547268490152,5.55754616681546,15.1751924516631,0.846666666666667,27.3548168632541,0.233704255319149
"2",2021-10-04,260.510009765625,0.0081396213981273,1007606100,7.14031842085721,5.55102313547508,16.0245465326555,0.846666666666667,27.3548168632541,0.135388235294118
"3",2021-10-05,260.196655273438,-0.00120285010341603,952308300,7.18053196975804,5.45765603592594,16.6862493832934,0.846666666666667,27.3548168632541,0.0694454545454545
"4",2021-10-06,260.916656494141,0.00276714249053844,996206700,6.98763761379876,5.37974565888879,17.2323828947075,0.846666666666667,27.3548168632541,0.199939743589744
"5",2021-10-07,264.536682128906,0.0138742603994964,1053794100,7.01828399936447,5.5461740960759,18.4600221812957,0.846666666666667,27.3548168632541,0.192548175182482
"6",2021-10-08,261.829986572266,-0.0102318345223733,1003578300,6.88530990858955,5.39744374922751,19.4178526408835,0.846666666666667,27.3548168632541,0.220011111111111
"7",2021-10-11,263.980010986328,0.00821152856557594,1046179200,6.76850205797601,5.39091971279885,20.4953047766612,0.846666666666667,27.3548168632541,0.185286315789474
"8",2021-10-12,268.573333740234,0.0174002673033609,1112239200,6.77027583675898,5.69079221490796,21.901176113402,0.846666666666667,27.3548168632541,0.191254782608696
"9",2021-10-13,270.359985351562,0.00665237902232008,1154599500,6.51739977601392,6.00340764037105,23.3150064529119,0.846666666666667,27.3548168632541,0.160096551724138
"10",2021-10-14,272.773345947266,0.00892647109950429,1191341100,6.27020487362565,6.37243814783704,24.7987157179311,0.846666666666667,27.3548168632541,0.15842523364486
"11",2021-10-15,281.010009765625,0.0301959995019152,1248114900,6.41495176672047,7.24600003922126,26.8684982450843,0.846666666666667,27.3548168632541,0.0803183098591549
"12",2021-10-18,290.036682128906,0.0321222449364345,1320736500,6.72412068698262,8.56791555530572,29.4727712723269,0.846666666666667,27.3548168632541,0.219143243243243
"13",2021-10-19,288.089996337891,-0.00671186064027041,1268593200,6.61144545794591,9.35067311243842,31.939056542956,0.846666666666667,27.3548168632541,0.155566071428571
"14",2021-10-20,288.600006103516,0.00177031404112626,1310689500,6.42753161175893,9.89806886514276,33.8040347859485,0.846666666666667,27.3548168632541,0.1229
"15",2021-10-21,298,0.0325710107334951,1405134000,7.02794674705182,10.9639987387459,36.1009684473011,0.846666666666667,27.3548168632541,0.186000555555556
"16",2021-10-22,303.226654052734,0.0175391075595113,1473776400,6.97928481422669,12.0911241910605,38.3855965324815,0.846666666666667,27.3548168632541,0.193162275449102
"17",2021-10-25,341.619995117188,0.12661598362582,1662332700,9.70314606215023,15.8991257649265,41.5916218926806,0.846666666666667,27.3548168632541,0.204237012987013
"18",2021-10-26,339.476654052734,-0.00627405039250672,1475087700,11.2362561299766,18.5304373887121,44.7589704663913,0.846666666666667,27.3548168632541,0.177669327731092
"19",2021-10-27,345.953338623047,0.0190784388057106,1590667200,11.6824762208599,20.8974918472732,47.7000798562655,0.846666666666667,27.3548168632541,0.138232768361582
"20",2021-10-28,359.013336181641,0.0377507487297992,1672306800,11.8751568395708,23.555696805552,50.4673731678258,0.846666666666667,27.3548168632541,0.1852872
"21",2021-10-29,371.333343505859,0.0343162943617936,1762062000,12.02693135103,26.3526876357017,53.1494731870367,0.846666666666667,27.3548168632541,0.147279365079365
"22",2021-11-01,402.863342285156,0.0849102277797451,1930208100,13.4476260041094,30.7589602669516,55.8598522116532,0.846666666666667,27.3548168632541,0.211410727969349
"23",2021-11-02,390.666656494141,-0.0302749952920326,1801994700,13.9773200241842,32.8876837153205,58.3766327345115,0.846666666666667,27.3548168632541,0.155453170731707
"24",2021-11-03,404.619995117188,0.0357167380197345,1905880200,14.4734642970103,35.2937854101509,60.7269866338073,0.846666666666667,27.3548168632541,0.147228461538462
"25",2021-11-04,409.970001220703,0.0132222978796837,1982072400,14.145122451995,37.2034805535588,62.9626299697852,0.846666666666667,27.3548168632541,0.19998322147651
"26",2021-11-05,407.363342285156,-0.00635816993386207,1917186000,13.8935674233369,38.0677705593355,64.6461928715297,0.846666666666667,27.3548168632541,0.233876404494382
"27",2021-11-08,387.646667480469,-0.0484007095338631,1816848900,15.0223615924568,36.7382599462871,63.4875977779288,0.846666666666667,27.3548168632541,0.13955069124424
"28",2021-11-09,341.166656494141,-0.119903032543598,1639531500,17.8298114898706,31.5701438038636,59.6263780166309,0.846666666666667,27.3548168632541,0.170817412935323
"29",2021-11-10,355.983337402344,0.0434294519296248,1767939600,18.7179203964256,28.3432336928886,55.6237389976141,0.846666666666667,27.3548168632541,0.161128571428571
"30",2021-11-11,354.503326416016,-0.00415752882460163,1700749800,18.5783072382267,25.3739643968577,52.3200023210934,0.846666666666667,27.3548168632541,0.247311258278146
"31",2021-11-12,344.473327636719,-0.0282931020159921,1624030500,18.3062845079013,21.9583379586347,48.6383618791454,0.846666666666667,27.3548168632541,0.248562790697674
"32",2021-11-15,337.796661376953,-0.0193822444993675,1519703700,18.3039295737432,18.4994283357877,45.7442116777184,0.846666666666667,27.3548168632541,0.15337417218543
