"","Date","Close","Daily_ROI","ATR","MACD","ADX","Revenue_Growth","Gross_Margin","sentiment_score"
"1",2021-10-01,164.162994384766,-0.000541877829170367,3.14736699409479,-1.35121153276842,24.5099914863922,9.44367010473498,0.0289041590381442,0.3593375
"2",2021-10-04,159.488998413086,-0.0284716783413731,3.30473323628557,-1.91971953895074,26.3821806546336,9.44367010473498,0.0289041590381442,0.25865
"3",2021-10-05,161.050003051758,0.00978753803838428,3.32207376300457,-2.21873006220295,28.1206420251435,9.44367010473498,0.0289041590381442,0.0455
"4",2021-10-06,163.100494384766,0.0127320167286729,3.3194967430327,-2.26414093491329,29.7699548244669,9.44367010473498,0.0289041590381442,0.1943
"5",2021-10-07,165.121505737305,0.0123912031055611,3.31003352701251,-2.11269679925687,29.721239423446,9.44367010473498,0.0289041590381442,0.2763
"6",2021-10-08,164.430999755859,-0.00418180526129563,3.19228106247144,-2.02505076785494,29.6760036939266,9.44367010473498,0.0289041590381442,0.3972
"7",2021-10-11,162.315002441406,-0.0128686033509184,3.15886831254323,-2.10210222967186,30.2499063374312,9.44367010473498,0.0289041590381442,-0.7184
"8",2021-10-12,162.366500854492,0.000317274511359544,3.04484200450443,-2.13440646760509,30.803881918007,9.44367010473498,0.0289041590381442,0.132257142857143
"9",2021-10-13,164.214004516602,0.0113786012039827,2.97396082512297,-1.98801312578786,30.7742648295115,9.44367010473498,0.0289041590381442,0.068575
"10",2021-10-14,164.99299621582,0.00474375922755121,2.86267793520069,-1.7885202794032,30.14528987472,9.44367010473498,0.0289041590381442,0.365255555555556
"11",2021-10-15,170.45100402832,0.0330802393900442,3.05305807396704,-1.1764438331827,28.3333718219906,9.44367010473498,0.0289041590381442,0.0194571428571429
"12",2021-10-18,172.337005615234,0.0110647725290061,3.06380329803636,-0.533039723561728,27.2327449442608,9.44367010473498,0.0289041590381442,0.0616428571428572
"13",2021-10-19,172.207504272461,-0.000751442456082607,2.96170956009068,-0.0332042493669746,26.2913047488754,9.44367010473498,0.0289041590381442,0.3220875
"14",2021-10-20,170.753005981445,-0.0084461957518086,2.97333828570921,0.242754782691662,24.9948537596291,9.44367010473498,0.0289041590381442,0.0972333333333333
"15",2021-10-21,171.750503540039,0.00584175694512901,2.89410081329248,0.53576802008763,23.7910064124718,9.44367010473498,0.0289041590381442,-0.0710166666666667
"16",2021-10-22,166.777496337891,-0.0289548333172084,3.05777226224536,0.362524050125785,22.7935829204935,9.44367010473498,0.0289041590381442,-0.0565583333333333
"17",2021-10-25,166.018493652344,-0.00455098980505819,3.01828887800015,0.162113044042229,22.3657105633351,9.44367010473498,0.0289041590381442,-0.0437071428571428
