"","Date","ADX","ATR","B.S","BB_lower","BB_upper","D.E","EMA_100","EPS","Gross.Margin","MACD","OBV","P.B","Price.to.Earnings","Revenue.Growth","ROE","RSI","sentiment_score","SMA_100","STOCH_D","STOCH_K","EMA_50","Close"
"23",2021-11-02,15.8368846532879,1.85781633654889,3.025028924,101.865479427854,110.872270816286,0.716250845,108.481184060661,0.23,52.66268429,0.0237753717191538,53279200,37.51038514,493.3478261,24.14010729,7.617384209,49.8949746856406,0.253340425531915,109.019872970581,35.1447622662705,28.0676099559703,107.720523027584,107.177101135254
"24",2021-11-03,15.1082256001246,1.81769722074099,3.025028924,102.405664492787,110.770715664683,0.716250845,108.453500877055,0.23,52.66268429,0.011867320792291,47206200,37.51038514,493.3478261,24.14010729,7.617384209,49.5497586451221,0.0929833333333333,108.963287277222,34.5818380630889,34.2777946110863,107.695529312329,107.083183288574
"25",2021-11-04,16.114241775742,2.05282461700616,3.025028924,102.54500506245,111.285089847217,0.716250845,108.496669461753,0.23,52.66268429,0.285619708120436,61889000,37.51038514,493.3478261,24.14010729,7.617384209,60.637084942724,0.239096666666667,108.956555023193,39.6249400640911,56.5294156252167,107.810744413975,110.633514404297
"26",2021-11-05,17.59207300409,2.12624560779051,3.025028924,102.942450664222,111.616498615563,0.716250845,108.53916950108,0.23,52.66268429,0.497593568233128,70557100,37.51038514,493.3478261,24.14010729,7.617384209,60.6617537158358,0.0692117647058824,108.963241958618,53.9918666768436,71.1683897942279,107.921810180005,110.642921447754
"27",2021-11-08,19.6768380161987,2.32323263293802,3.025028924,102.98976534915,112.569477662324,0.716250845,108.6386700968,0.23,52.66268429,0.891015861964902,86333400,37.51038514,493.3478261,24.14010729,7.617384209,67.4774750618786,0.147084210526316,108.98463104248,71.563887617791,86.9938574339286,108.143070548827,113.563949584961
"28",2021-11-09,21.8404927009766,2.36526271797402,3.025028924,103.387950074225,113.352861845941,0.716250845,108.752381347494,0.23,52.66268429,1.25428352618394,97207500,37.51038514,493.3478261,24.14010729,7.617384209,69.0908263256371,0.205864705882353,109.045340423584,80.3167933864088,82.7881329310699,108.387698694239,114.381088256836
"29",2021-11-10,22.3917313939392,2.47137904920076,3.025028924,104.230337499736,113.282532525899,0.716250845,108.797256973561,0.23,52.66268429,1.2563684702078,88161400,37.51038514,493.3478261,24.14010729,7.617384209,56.6395444419351,0.164349275362319,109.087859039307,81.7025509204731,75.3256623964208,108.490871312656,111.018600463867
"30",2021-11-11,22.9035958945475,2.47397903225588,3.025028924,104.618733495494,113.42293139098,0.716250845,108.841057997435,0.23,52.66268429,1.24293518176059,81167400,37.51038514,493.3478261,24.14010729,7.617384209,56.6088577436213,0.0352170731707317,109.128506393433,71.2857148859724,55.7433493304264,108.589629640756,111.009208679199
"31",2021-11-12,23.0781012654246,2.40125415053013,3.025028924,104.706498412762,113.694897766437,0.716250845,108.893291377465,0.23,52.66268429,1.25570978353669,88114600,37.51038514,493.3478261,24.14010729,7.617384209,57.8389532122439,-0.048462962962963,109.157761306763,55.613777807919,35.7723216969098,108.70293215245,111.478843688965
"32",2021-11-15,23.5140932591312,2.37263502001878,3.025028924,104.794040337295,113.868465003281,0.716250845,108.933888747359,0.23,52.66268429,1.20869950622293,82957600,37.51038514,493.3478261,24.14010729,7.617384209,55.8936351623718,0.1563175,109.170531005859,38.0795078034491,22.722852383011,108.790795933026,110.943458557129
"33",2021-11-16,23.7060647109064,2.28500903491601,3.025028924,104.799476410945,113.968225310246,0.716250845,108.972938305203,0.23,52.66268429,1.15509693024291,77402500,37.51038514,493.3478261,24.14010729,7.617384209,55.7519394636361,0.219072972972973,109.189566497803,26.81039212959,21.9360023088492,108.873740854023,110.905891418457
"34",2021-11-17,24.2885561638786,2.25865536499514,3.025028924,104.85959055666,114.234027454815,0.716250845,109.029441152472,0.23,52.66268429,1.17336257910817,83793900,37.51038514,493.3478261,24.14010729,7.617384209,58.5261596648605,0.213919642857143,109.188995819092,25.6465493817543,32.2807934534025,108.98952874572,111.826332092285
"35",2021-11-18,25.9031453096468,2.3992230079974,3.025028924,104.44332394277,115.317155793558,0.716250845,109.165358451839,0.23,52.66268429,1.49872929737528,97023600,37.51038514,493.3478261,24.14010729,7.617384209,68.0561052613866,0.0984444444444444,109.22329498291,38.0744472938581,60.0065461193226,109.26026349179,115.893264770508
"36",2021-11-19,27.6620180767887,2.4143573326901,3.025028924,104.296456805869,116.406086071328,0.716250845,109.314765736566,0.23,52.66268429,1.80175338288979,106095400,37.51038514,493.3478261,24.14010729,7.617384209,69.569163648938,0.0593681818181818,109.266420593262,58.2821048834143,82.5589750775176,109.552426740369,116.710426330566
"37",2021-11-22,29.8732417968817,2.56929651517081,3.025028924,104.372398983704,117.373642123474,0.716250845,109.470327433044,0.23,52.66268429,2.05534412981979,122171500,37.51038514,493.3478261,24.14010729,7.617384209,70.4189496510127,0.0963959459459459,109.330424194336,76.3793497459676,86.5725280410624,109.851179864617,117.170631408691
"38",2021-11-23,30.0574417848001,2.73664912448346,3.025028924,104.798768699771,117.621648322934,0.716250845,109.559758779174,0.23,52.66268429,1.97660763693045,111187500,37.51038514,493.3478261,24.14010729,7.617384209,58.2905606793473,0.0895052631578947,109.358004150391,78.4619877344062,66.2544600846385,110.013353611597,113.986610412598
"39",2021-11-24,29.744431993076,2.73975613864483,3.025028924,105.389229265418,117.684902509484,0.716250845,109.635330167539,0.23,52.66268429,1.84369348114647,104194900,37.51038514,493.3478261,24.14010729,7.617384209,56.2887316155399,0.142413513513514,109.368815460205,65.3501649231358,43.2235066437064,110.145226563754,113.376113891602
"40",2021-11-26,28.6938059067625,2.82516150243987,3.025028924,105.509426750284,117.666142402548,0.716250845,109.642077121262,0.23,52.66268429,1.44731764503774,97428000,37.51038514,493.3478261,24.14010729,7.617384209,46.6748258310487,0.273514285714286,109.362463760376,43.732120833123,21.718395771024,110.138592240884,109.976051330566
"41",2021-11-29,27.955768671097,2.81054160718279,3.025028924,106.183130888263,117.516535707196,0.716250845,109.68942192088,0.23,52.66268429,1.28435936380919,105062000,37.51038514,493.3478261,24.14010729,7.617384209,52.0144190087928,0.335763636363636,109.380235748291,27.494015259697,17.5401433643607,110.212882329553,112.032989501953
"42",2021-11-30,26.4505802872184,2.90565011715953,3.025028924,106.668429090289,117.315828417035,0.716250845,109.696213455301,0.23,52.66268429,0.982457291470865,94500200,37.51038514,493.3478261,24.14010729,7.617384209,47.076924611366,0.155408333333333,109.352839508057,18.3599747136198,15.8213850054747,110.205804371892,110.03239440918
"43",2021-12-01,25.9850862721165,3.12478857755319,3.025028924,107.432885276104,117.163757790303,0.716250845,109.767594510168,0.23,52.66268429,0.995468248206265,107424600,37.51038514,493.3478261,24.14010729,7.617384209,54.6510479527824,0.274279069767442,109.338766174316,22.8289814710745,35.125416043388,110.327182895585,113.300956726074
"44",2021-12-02,25.5528418295219,3.12834999800903,3.025028924,108.356278480276,116.962642418161,0.716250845,109.857463165588,0.23,52.66268429,1.07448897991043,115850100,37.51038514,493.3478261,24.14010729,7.617384209,56.7028826437999,0.21086875,109.322863006592,34.5563475810572,52.7222416943088,110.483213433362,114.305961608887
"45",2021-12-03,24.3778017311692,3.16452991939982,3.025028924,108.519571531117,116.943994295299,0.716250845,109.901473076846,0.23,52.66268429,0.946582436903228,108041100,37.51038514,493.3478261,24.14010729,7.617384209,51.1794163475404,0.390535714285714,109.280116653442,49.8990742435733,61.8495649930231,110.545831090253,112.079963684082
"46",2021-12-06,22.7990797968569,3.13439135078279,3.025028924,108.672565261449,116.916858108912,0.716250845,109.941077508734,0.23,52.66268429,0.821346826113796,102359900,37.51038514,493.3478261,24.14010729,7.617384209,50.7525598665463,0.266975757575758,109.299754104614,56.6709428460218,55.4410218507334,110.598994454839,111.901496887207
"47",2021-12-07,22.2343082070384,3.1412913431323,3.025028924,108.649893418756,117.071963270697,0.716250845,110.03904196947,0.23,52.66268429,0.952129802214259,109819100,37.51038514,493.3478261,24.14010729,7.617384209,57.1880664473772,0.239575,109.366003112793,58.2641986772737,57.5020091880646,110.767201839978,114.888282775879
"48",2021-12-08,21.6546851819161,3.06517909423854,3.025028924,108.64946835463,117.074268217636,0.716250845,110.125395338093,0.23,52.66268429,1.0047842747871,104023400,37.51038514,493.3478261,24.14010729,7.617384209,55.9016658188766,0.140565517241379,109.431016311646,60.2011002839662,67.6602698131006,110.909660084879,114.399887084961
"49",2021-12-09,20.8795183963591,3.02066859190676,3.025028924,108.784402849203,117.06143531608,0.716250845,110.167261101577,0.23,52.66268429,0.862257960008407,97919500,37.51038514,493.3478261,24.14010729,7.617384209,50.4915049456992,0.259545283018868,109.464605026245,64.8356887119724,69.3447871347519,110.961815234258,112.239616394043
"50",2021-12-10,19.6898752358737,2.97598327082507,3.025028924,108.892804176931,117.041322104807,0.716250845,110.201416126175,0.23,52.66268429,0.713042826639807,91945600,37.51038514,493.3478261,24.14010729,7.617384209,49.6588848444241,0.26522,109.480968017578,64.3023392453288,55.9019607881337,110.998296591493,111.89208984375
"51",2021-12-13,18.6252177876651,2.94723627170958,3.025028924,108.53235044657,117.188565538537,0.716250845,110.184491860759,0.23,52.66268429,0.384962745803492,86091300,37.51038514,493.3478261,24.14010729,7.617384209,43.9432461868589,0.187411627906977,109.484131240845,51.9323565953963,30.5503218633032,110.933529694676,109.346740722656
"52",2021-12-14,18.0055730160004,2.85278330274539,3.025028924,108.234493431569,117.314541450023,0.716250845,110.165485042169,0.23,52.66268429,0.113793279044685,79824000,37.51038514,493.3478261,24.14010729,7.617384209,43.6835208961288,-0.0435297297297297,109.483922119141,35.251371288643,19.301831214492,110.866514707511,109.224647521973
"53",2021-12-15,17.2118692840351,2.93212791706135,3.025028924,108.424181139526,117.342758405152,0.716250845,110.223295992805,0.23,52.66268429,0.207985183007011,86524700,37.51038514,493.3478261,24.14010729,7.617384209,53.1184250663866,0.320706666666667,109.53297958374,26.694960788755,30.2327292884698,110.953511701307,113.084938049316
"54",2021-12-16,16.6970228902771,3.03324908279553,3.025028924,108.167667195495,117.410691263978,0.716250845,110.217696492754,0.23,52.66268429,0.028575388714458,77408600,37.51038514,493.3478261,24.14010729,7.617384209,46.3122559413637,0.154281818181818,109.570329818726,29.8729159765161,40.0841874265863,110.913786585187,109.940521240234
"55",2021-12-17,16.1391755108615,2.92167979432105,3.025028924,107.902523796318,117.056985481025,0.716250845,110.207539590902,0.23,52.66268429,-0.131119617364604,65683000,37.51038514,493.3478261,24.14010729,7.617384209,45.8380393905233,0.28641875,109.591010818481,38.0152846343767,43.7289371880738,110.866374285737,109.704772949219
"56",2021-12-20,15.0918602715947,2.89555113728568,3.025028924,107.591720643447,116.537070402695,0.716250845,110.171810965707,0.23,52.66268429,-0.358568216398439,58702200,37.51038514,493.3478261,24.14010729,7.617384209,43.2075853188841,0.275806666666667,109.588574295044,35.8213598558947,23.6509549530238,110.769780941926,108.403244018555
"57",2021-12-21,14.218220316787,2.8611840324384,3.025028924,107.907382804174,115.580452126246,0.716250845,110.183479466415,0.23,52.66268429,-0.344593735906201,64825100,37.51038514,493.3478261,24.14010729,7.617384209,48.9256633441445,0.234075,109.605132598877,32.7402177690602,30.840761166083,110.769439346222,110.761070251465
"58",2021-12-22,14.59265959686,2.96737262904535,3.025028924,107.875714815396,115.653611814242,0.716250845,110.267005168165,0.23,52.66268429,-0.0393112362710042,74125200,37.51038514,493.3478261,24.14010729,7.617384209,56.2499756474674,0.148624324324324,109.656037597656,36.4758740795395,54.9359061195116,110.911874172048,114.401527404785
"59",2021-12-23,15.0328932542585,2.88678214906464,3.025028924,107.85670000745,115.716696293819,0.716250845,110.33729834519,0.23,52.66268429,0.153674125644287,67612700,37.51038514,493.3478261,24.14010729,7.617384209,54.8884696132446,0.267641666666667,109.6865965271,54.7769899093722,78.554302442522,111.025793247964,113.81681060791
"60",2021-12-27,15.8255531817517,2.85438790139347,3.025028924,107.883975211447,116.264007576639,0.716250845,110.4439244413,0.23,52.66268429,0.455096446348264,73922600,37.51038514,493.3478261,24.14010729,7.617384209,58.41982712548,0.363628571428571,109.733119735718,75.3928604574803,92.6883728104072,111.209954932308,115.72191619873
"61",2021-12-28,16.6644160184806,2.77108889313775,3.025028924,107.833454494966,116.623061770903,0.716250845,110.536486814339,0.23,52.66268429,0.637917468222142,67601600,37.51038514,493.3478261,24.14010729,7.617384209,56.9000639065017,0.161758974358974,109.769116973877,86.1115878341461,87.0920882495089,111.363224318483,115.118324279785
"62",2021-12-29,17.0325074059669,2.72001264084652,3.025028924,108.071624233208,116.832181308784,0.716250845,110.6150769204,0.23,52.66268429,0.724980351640738,61753900,37.51038514,493.3478261,24.14010729,7.617384209,55.3258216493149,0.184905555555556,109.808431396484,86.8623364628337,80.8065483285849,111.486442469539,114.50528717041
"63",2021-12-30,17.0229268232237,2.61734430576013,3.025028924,108.073092347787,116.857776182487,0.716250845,110.673621666706,0.23,52.66268429,0.71044689241252,57566100,37.51038514,493.3478261,24.14010729,7.617384209,52.9241256098328,0.289208695652174,109.838315353394,74.1431062643681,54.5306822150105,111.568212827945,113.571586608887
"64",2021-12-31,17.0794879028601,2.53346157325335,3.025028924,108.086582439157,116.760473377493,0.716250845,110.728952613359,0.23,52.66268429,0.682687494486984,53677900,37.51038514,493.3478261,24.14010729,7.617384209,52.6506190404574,0.458836363636364,109.884560241699,54.63440631807,28.5659884106146,111.642707794404,113.467834472656
"65",2022-01-03,18.9968196943759,2.97765982769025,3.130582337,107.037627033236,118.748933025358,0.719892579,110.941745751778,0.28,55.63272044,1.29190749806702,72269900,31.55962353,352.8571429,35.97801687,8.939834434,66.87736835324,0.124113043478261,110.014337997437,39.9474104958008,36.7455608617773,112.028288120252,121.475006103516
"66",2022-01-04,21.5983952990107,3.21632268163478,3.130582337,105.493054574484,121.684692770486,0.719892579,111.236233355722,0.28,55.63272044,2.10057431607599,97824800,31.55962353,352.8571429,35.97801687,8.939834434,71.8181181503246,0.100886666666667,110.190212097168,41.9190780134577,60.445684767981,112.568879556751,125.813369750977
"67",2022-01-05,22.7564812648284,3.42581244585515,3.130582337,105.306198097543,122.366116355582,0.719892579,111.406485246845,0.28,55.63272044,2.23321657439118,79933600,31.55962353,352.8571429,35.97801687,8.939834434,58.7996407927716,0.271473333333333,110.308162689209,57.1472873084078,74.250616295465,112.853784431287,119.833953857422
"68",2022-01-06,23.1549336072051,3.4633767494486,3.130582337,105.065128332366,123.283575433503,0.719892579,111.599699008539,0.28,55.63272044,2.41777182418765,96182600,31.55962353,352.8571429,35.97801687,8.939834434,60.5139559092388,0.311261111111111,110.447549667358,65.4708045256719,61.7161125135696,113.179666618782,121.163780212402
"69",2022-01-07,23.0580475782261,3.56360463017666,3.130582337,105.269739208684,123.502643908992,0.719892579,111.696267541283,0.28,55.63272044,2.16089216033888,74934500,31.55962353,352.8571429,35.97801687,8.939834434,52.2597386242067,0.246068,110.572989120483,56.4804210719138,33.4745344067069,113.3089506695,116.476409912109
"70",2022-01-10,22.9522087968067,3.4848876530603,3.130582337,105.522842450872,123.850386003718,0.719892579,111.819124485275,0.28,55.63272044,2.04861368803718,86792200,31.55962353,352.8571429,35.97801687,8.939834434,54.2993561380863,-0.0469444444444445,110.718843383789,39.4911466871077,23.2827931410468,113.489013122182,117.900543212891
"71",2022-01-11,23.5618112556997,3.5418101118495,3.130582337,105.98827692915,124.632672625293,0.719892579,112.017239876086,0.28,55.63272044,2.25027865555089,98905300,31.55962353,352.8571429,35.97801687,8.939834434,59.4404406106966,-0.312047826086957,110.903276977539,29.2985533763132,31.1383325811861,113.815873459398,121.823951721191
"72",2022-01-12,24.6701808840478,3.54144795688195,3.130582337,106.349856927253,125.819620916985,0.719892579,112.268580282894,0.28,55.63272044,2.61285459574609,115294500,31.55962353,352.8571429,35.97801687,8.939834434,62.7591293508538,0.324622222222222,111.139020004272,38.664090652043,61.5711462338961,114.243091379419,124.709930419922
"73",2022-01-13,27.0031473245506,4.14875672853014,3.130582337,105.340735815132,128.647660638725,0.719892579,112.644927686114,0.28,55.63272044,3.39078732932757,167314500,31.55962353,352.8571429,35.97801687,8.939834434,68.9768611126701,0.280735714285714,111.413839416504,57.9799509359749,81.2303739928426,114.910975017305,131.274124145508
"74",2022-01-14,28.3796968330352,4.37720149609026,3.130582337,105.100342508751,131.160055593056,0.719892579,113.041276399651,0.28,55.63272044,4.07223443045498,195569800,31.55962353,352.8571429,35.97801687,8.939834434,70.1118894718375,0.1616,111.691765975952,74.9526286021897,82.0563655798303,115.607036299753,132.660537719727
"75",2022-01-18,28.9300424845279,4.56103672087317,3.130582337,106.074216109482,131.837598770889,0.719892579,113.302220247873,0.28,55.63272044,4.04586491339531,180378400,31.55962353,352.8571429,35.97801687,8.939834434,59.2628996010071,0.08476,111.859254760742,76.2100158711767,65.3433080408572,116.023189414855,126.218940734863
"76",2022-01-19,28.865285530602,4.56938492169804,3.130582337,107.64692023892,131.780502093843,0.719892579,113.505331105192,0.28,55.63272044,3.76693471900295,169223300,31.55962353,352.8571429,35.97801687,8.939834434,55.4479055906555,0.10792,111.990138626099,63.3665456549212,42.699963344076,116.318723890448,123.55931854248
"77",2022-01-20,28.172071454002,4.54951739471973,3.130582337,108.875149594074,131.579339541668,0.719892579,113.654368871055,0.28,55.63272044,3.30384130120136,157801400,31.55962353,352.8571429,35.97801687,8.939834434,52.0205764429217,0.227216279069767,112.09209854126,41.440739450937,16.2789469678779,116.503547984205,121.03173828125
"78",2022-01-21,26.7061182262219,4.49806015040194,3.130582337,109.264953281285,131.494166896938,0.719892579,113.729487068254,0.28,55.63272044,2.61747301702263,142227700,31.55962353,352.8571429,35.97801687,8.939834434,47.5340413047365,0.135374285714286,112.153542480469,20.4868322611372,2.48158647145757,116.540578958534,117.44783782959
"79",2022-01-24,25.0116693626884,4.57692642662371,3.130582337,109.896640651445,131.360450107832,0.719892579,113.829824283109,0.28,55.63272044,2.15747823147005,159311100,31.55962353,352.8571429,35.97801687,8.939834434,49.3059057333626,0.326912030075188,112.2282862854,10.286097269859,12.0977583702416,116.629047094217,118.796516418457
"80",2022-01-25,23.4382525608358,4.5369842387475,3.130582337,109.866929718009,131.369412139901,0.719892579,113.863182756415,0.28,55.63272044,1.51067772580625,147940600,31.55962353,352.8571429,35.97801687,8.939834434,45.2968042949742,0.247254545454545,112.2566456604,10.462132046153,16.8070512967597,116.585336509544,115.514427185059
"81",2022-01-26,21.8081910019632,4.53492502865294,3.130582337,110.005656081963,131.326884811592,0.719892579,113.907086357995,0.28,55.63272044,1.03185151119668,161532700,31.55962353,352.8571429,35.97801687,8.939834434,46.1104162016348,0.284853333333333,112.287577209473,17.6872662238323,24.1569890044956,116.565531730199,116.08031463623
"82",2022-01-27,21.3291277809741,4.75734298239056,3.130582337,109.044189234146,131.813957433335,0.719892579,113.82499246793,0.28,55.63272044,0.140866418871411,142932900,31.55962353,352.8571429,35.97801687,8.939834434,39.1145180859076,0.117539024390244,112.225573196411,18.2331524979619,13.7354171926304,116.298700874492,109.761344909668
"83",2022-01-28,21.1690949290336,4.78198451836508,3.130582337,108.539887204246,132.053241763039,0.719892579,113.767495777613,0.28,55.63272044,-0.466263366147089,156938800,31.55962353,352.8571429,35.97801687,8.939834434,40.8876588453241,0.355044827586207,112.168341522217,18.5984025598814,17.9028014825182,116.087826707136,110.921409606934
"84",2022-01-31,20.3386746610199,4.78802271551475,3.130582337,108.866797373483,131.945137288382,0.719892579,113.804889750699,0.28,55.63272044,-0.558941846753484,167127900,31.55962353,352.8571429,35.97801687,8.939834434,47.5953658446691,0.272869642857143,112.184739303589,21.4306053700076,32.6535974348743,116.070888068365,115.655891418457
"85",2022-02-01,19.4686915925173,4.6575514105792,3.130582337,108.454871764934,131.814764770711,0.719892579,113.849387475265,0.28,55.63272044,-0.593583097294513,174084200,31.55962353,352.8571429,35.97801687,8.939834434,48.1257632140212,0.103333333333333,112.197708740234,35.299416249107,55.3418498299285,116.07014833397,116.052024841309
"86",2022-02-02,18.1560268063442,4.58894518785968,3.130582337,108.250229970837,131.147017343616,0.719892579,113.913547674548,0.28,55.63272044,-0.531199439096497,182647100,31.55962353,352.8571429,35.97801687,8.939834434,49.5654606384528,0.0904173913043478,112.218340148926,53.7461687120813,73.2430588714411,116.110122028288,117.089477539062
"87",2022-02-03,17.4022500811515,4.59125952497176,3.130582337,107.546847991016,131.169461365673,0.719892579,113.895944240989,0.28,55.63272044,-0.800535585817087,172720300,31.55962353,352.8571429,35.97801687,8.939834434,44.369448772638,0.0137708333333333,112.192242507935,64.8739416969745,66.0369163895539,115.989120155797,113.024574279785
