"","Date","ADX","ATR","B.S","BB_lower","BB_upper","D.E","EMA_100","EPS","Gross.Margin","MACD","OBV","P.B","Price.to.Earnings","Revenue.Growth","ROE","RSI","sentiment_score","STOCH_D","STOCH_K","SMA_100","Close"
"23",2021-11-02,58.3766327345115,13.9773200241842,8.863476218,218.319165086573,397.966836500341,1.06,260.133785293516,0.85,27.35,32.8876837153205,1801994700,39.74287191,414.4235294,64.92,7.69,85.0025463839476,0.155453170731707,92.6978926276855,92.5475594937164,247.933034667969,390.666656494141
"24",2021-11-03,60.7269866338073,14.4734642970103,8.863476218,219.009366167718,411.646969281501,1.06,262.994898359332,0.85,27.35,35.2937854101509,1905880200,39.74287191,414.4235294,64.92,7.69,86.6126759437989,0.147228461538462,93.8893243183867,92.4670027694725,249.920267944336,404.619995117188
"25",2021-11-04,62.9626299697852,14.145122451995,8.863476218,220.907831250138,424.29183610826,1.06,265.905296435795,0.85,27.35,37.2034805535588,1982072400,39.74287191,414.4235294,64.92,7.69,87.1809526747851,0.19998322147651,91.6696039999657,89.9942497367081,252.022101287842,409.970001220703
"26",2021-11-05,64.6461928715297,13.8935674233369,8.863476218,225.819596857124,433.933406072563,1.06,268.706445858554,0.85,27.35,38.0677705593355,1917186000,39.74287191,414.4235294,64.92,7.69,85.2814697666954,0.233876404494382,91.2573485733716,91.3107932139342,254.079501342773,407.363342285156
"27",2021-11-08,63.4875977779288,15.0223615924568,8.863476218,233.717692910386,438.401975668716,1.06,271.06169777186,0.85,27.35,36.7382599462871,1816848900,39.74287191,414.4235294,64.92,7.69,72.4271443955506,0.13955069124424,82.8771343346786,67.3263600533934,255.900634613037,387.646667480469
"28",2021-11-09,59.6263780166309,17.8298114898706,8.863476218,242.14183837266,437.237162481832,1.06,272.449914776261,0.85,27.35,31.5701438038636,1639531500,39.74287191,414.4235294,64.92,7.69,52.3825096898745,0.170817412935323,65.6700097534281,38.3728759929568,257.234601135254,341.166656494141
"29",2021-11-10,55.6237389976141,18.7179203964256,8.863476218,251.590939297232,436.350396762338,1.06,274.104041956976,0.85,27.35,28.3432336928886,1767939600,39.74287191,414.4235294,64.92,7.69,56.5140772859383,0.161128571428571,42.3152788434996,21.2466004841486,258.725001220703,355.983337402344
"30",2021-11-11,52.3200023210934,18.5783072382267,8.863476218,261.595661006788,434.518673099657,1.06,275.696106995769,0.85,27.35,25.3739643968577,1700749800,39.74287191,414.4235294,64.92,7.69,55.9914777916518,0.247311258278146,27.2968640669822,22.2711157238411,260.19100112915,354.503326416016
"31",2021-11-12,48.6383618791454,18.3062845079013,8.863476218,270.367358591461,432.093307302094,1.06,277.058032156975,0.85,27.35,21.9583379586347,1624030500,39.74287191,414.4235294,64.92,7.69,52.4515737349706,0.248562790697674,23.7990725483864,27.8795014371697,261.447167663574,344.473327636719
"32",2021-11-15,45.7442116777184,18.3039295737432,8.863476218,277.439787740259,429.7968760781,1.06,278.260777290044,0.85,27.35,18.4994283357877,1519703700,39.74287191,414.4235294,64.92,7.69,50.1774122868402,0.15337417218543,24.4857247858232,23.3065571964588,262.5590675354,337.796661376953
"33",2021-11-16,42.6261036917492,18.3065057711823,8.863476218,286.757629874656,426.827700325539,1.06,279.712576950761,0.85,27.35,16.6778958748027,1599330900,39.74287191,414.4235294,64.92,7.69,54.5567307840645,0.167121705426357,28.1722789783301,33.3307783013618,263.835267486572,351.57666015625
"34",2021-11-17,40.3759704784656,18.5443737671581,8.863476218,297.845340876483,423.180321354962,1.06,281.36189872235,0.85,27.35,15.972236743758,1693667100,39.74287191,414.4235294,64.92,7.69,57.8641345530098,0.206576991150442,36.2441674441611,52.0951668346626,265.16956741333,363.003326416016
"35",2021-11-18,38.2865610661309,18.100251366379,8.863476218,308.163035562263,419.60862581469,1.06,283.027207489335,0.85,27.35,15.4333233907137,1756363800,39.74287191,414.4235294,64.92,7.69,58.5624043914742,0.1817234375,53.1458364739914,74.0115642859499,266.554967346191,365.459991455078
"36",2021-11-19,36.7296055900772,17.9030902929155,8.863476218,319.121558275522,416.229436597525,1.06,284.928054648233,0.85,27.35,15.9169287069262,1821290700,39.74287191,414.4235294,64.92,7.69,62.2782802635809,0.177351219512195,71.0082712235076,86.9180825499103,268.079500579834,379.019989013672
"37",2021-11-22,36.0791485402128,18.2795366894037,8.863476218,322.265064953781,417.486262560867,1.06,286.922020329123,0.85,27.35,16.6411938285148,1920508200,39.74287191,414.4235294,64.92,7.69,63.9725718355594,0.2115,82.5216072732498,86.6351749838891,269.676000518799,385.623321533203
"38",2021-11-23,34.2290439147574,19.7786171114217,8.863476218,325.857248264589,416.914080470762,1.06,288.560726189136,0.85,27.35,15.7468969210121,1811993100,39.74287191,414.4235294,64.92,7.69,57.2814106319546,0.19506746031746,81.5120869534931,70.9830033266798,271.109767150879,369.676666259766
"39",2021-11-24,32.4994764827278,20.050858484741,8.863476218,328.6792797744,416.696715098647,1.06,290.212989036876,0.85,27.35,15.052122298446,1879673700,39.74287191,414.4235294,64.92,7.69,57.9711450801572,0.253277551020408,69.4917225552191,50.8569893550883,272.631167144775,372
"40",2021-11-26,30.8934495815575,19.4519869139838,8.863476218,328.856095596582,416.682567123144,1.06,291.607583603442,0.85,27.35,13.4300393917701,1844631000,39.74287191,414.4235294,64.92,7.69,53.4286923735437,0.110170114942529,50.5433994321734,29.790205614752,274.088733978271,360.640014648438
"41",2021-11-29,29.8939421652212,19.5089878486992,8.863476218,329.162401763233,417.142593964306,1.06,293.338060632759,0.85,27.35,13.4704766945973,1903024500,39.74287191,414.4235294,64.92,7.69,59.0170286163929,0.182841237113402,38.7048812878403,35.4674488936804,275.702667388916,378.996673583984
"42",2021-11-30,29.3101876231146,19.3059663603435,8.863476218,330.037721527509,414.139606963702,1.06,295.085557846405,0.85,27.35,13.5552580306658,1984300500,39.74287191,414.4235294,64.92,7.69,59.7508842542444,0.129313265306122,37.0477518714517,45.8856011059228,277.328700714111,381.586669921875
"43",2021-12-01,28.2207426646393,19.8812534311448,8.863476218,329.541358225328,412.069304616469,1.06,296.470002245486,0.85,27.35,12.1440531232119,1915850100,39.74287191,414.4235294,64.92,7.69,53.1830098399611,0.168715652173913,44.1394355124702,51.0652565378073,278.693034057617,365
"44",2021-12-02,26.5715526876234,19.8028299857282,8.863476218,330.275763771172,407.026232078438,1.06,297.758384878156,0.85,27.35,10.6234706258503,1842735300,39.74287191,414.4235294,64.92,7.69,51.898971937662,0.119831896551724,46.0578105131254,41.2225738956461,280.079900665283,361.533325195312
"45",2021-12-03,25.2260340231869,20.540010133232,8.863476218,329.518311767149,400.619017334413,1.06,298.561651192257,0.85,27.35,7.45955658020921,1750413300,39.74287191,414.4235294,64.92,7.69,44.2039091348572,0.170644444444444,37.6935159548999,20.7927174312464,281.285200653076,338.323333740234
"46",2021-12-06,24.6620770508575,20.7666749716507,8.863476218,329.568665055764,393.465996809471,1.06,299.30967136512,0.85,27.35,4.73721704805479,1668750300,39.74287191,414.4235294,64.92,7.69,43.6079003306004,0.176529192546584,27.2185469911124,19.6403496464446,282.479900665283,336.336669921875
"47",2021-12-07,23.5091061501814,20.4419125608688,8.863476218,329.758608026245,389.569721441528,1.06,300.324991605531,0.85,27.35,3.68683135237637,1724835000,39.74287191,414.4235294,64.92,7.69,48.9261017279348,0.162549137931034,22.4114701696449,26.8013434312437,283.83833404541,350.583343505859
"48",2021-12-08,22.1907590212156,19.9193936600366,8.863476218,331.684205422771,389.15945912801,1.06,301.43380379798,0.85,27.35,3.27949002813989,1766741400,39.74287191,414.4235294,64.92,7.69,50.9327392887147,0.276097058823529,31.56416424468,48.2507996563516,285.247467498779,356.320007324219
"49",2021-12-09,21.4202569471441,20.0822949848219,8.863476218,328.519371650806,390.185959770092,1.06,302.090560279278,0.85,27.35,1.19032518923029,1707303000,39.74287191,414.4235294,64.92,7.69,43.9000689342062,0.107768224299065,42.4047731086269,52.1621762382853,286.391800842285,334.600006103516
"50",2021-12-10,20.9866967397686,19.5633203709507,8.863476218,326.541253697652,390.614746058208,1.06,302.821638486928,0.85,27.35,-0.108254665236984,1766967300,39.74287191,414.4235294,64.92,7.69,45.5441806048815,0.220660550458716,51.8637312368898,55.1782178160326,287.597601013184,339.010009765625
"51",2021-12-13,21.007320938008,19.7280828528248,8.863476218,322.145875564534,392.776457199138,1.06,303.204114115204,0.85,27.35,-2.47044924854015,1688371800,39.74287191,414.4235294,64.92,7.69,40.6369427100131,0.169489393939394,47.4499822990911,35.0095528429555,288.654767608643,322.136657714844
"52",2021-12-14,21.3039176510185,19.1858382001118,8.863476218,318.40670052541,394.686298742168,1.06,303.526870794428,0.85,27.35,-4.50308454706271,1617565500,39.74287191,414.4235294,64.92,7.69,39.9141399345781,0.138946616541353,39.7295731630633,29.0009488302017,289.705200805664,319.503326416016
"53",2021-12-15,21.3137963067612,19.0178028648081,8.863476218,314.765540157033,395.702791752146,1.06,303.958615661316,0.85,27.35,-5.57948307848852,1692734700,39.74287191,414.4235294,64.92,7.69,42.3572462995258,0.185221568627451,28.8901118364211,22.6598338361062,290.766434020996,325.329986572266
"54",2021-12-16,20.9727712913934,19.4005796935216,8.863476218,307.53868499837,397.52664703288,1.06,304.057916888551,0.85,27.35,-7.66403610989437,1609963200,39.74287191,414.4235294,64.92,7.69,37.7205590144959,0.213681578947368,23.9648753009827,20.2338432366402,291.706900634766,308.973327636719
"55",2021-12-17,20.8538869899506,19.2438715039174,8.863476218,301.754628956267,397.85036982303,1.06,304.192545443937,0.85,27.35,-9.05965623191668,1710400500,39.74287191,414.4235294,64.92,7.69,38.5545978788709,0.166756637168142,21.5421438717715,21.7327545425681,292.6588671875,310.856658935547
"56",2021-12-20,20.9845572231973,18.8021662221085,8.863476218,295.137105787559,396.563895189004,1.06,304.109128920024,0.85,27.35,-10.9174996826478,1653920400,39.74287191,414.4235294,64.92,7.69,35.5902721554003,0.130742156862745,17.998047849434,12.0275457690937,293.400833892822,299.980010986328
"57",2021-12-21,20.6786165157929,18.7301068463106,8.863476218,293.013955717571,391.409045381062,1.06,304.282083253369,0.85,27.35,-11.2225259525288,1725438300,39.74287191,414.4235294,64.92,7.69,41.3350213056205,0.12226862745098,20.0437137219114,26.3708408540725,294.238600463867,312.843322753906
"58",2021-12-22,19.5371521197002,19.2286722124782,8.863476218,292.945975837453,388.138359489696,1.06,304.915903556172,0.85,27.35,-9.46322372534576,1819072500,39.74287191,414.4235294,64.92,7.69,50.0756963155753,0.200752095808383,29.3939390817495,49.7834306220823,295.235933837891,336.290008544922
"59",2021-12-23,19.3580392104125,19.6509109579038,8.863476218,293.784661524848,385.666339451715,1.06,305.920868960884,0.85,27.35,-6.43129452319516,1911785700,39.74287191,414.4235294,64.92,7.69,55.9206741432323,0.232257142857143,52.0183662947719,79.9008274081609,296.426800384521,355.666656494141
"60",2021-12-27,19.76462672489,19.4377521046049,8.863476218,293.588702399395,386.262963860371,1.06,307.083756060282,0.85,27.35,-3.26620615766416,1982931600,39.74287191,414.4235294,64.92,7.69,58.3541417579215,0.179568965517241,74.5136651123031,93.856737306666,297.703533782959,364.646667480469
"61",2021-12-28,20.1673745145371,19.0155321230818,8.863476218,295.025592031077,383.208740244314,1.06,308.187510073746,0.85,27.35,-0.894665472692338,1922607600,39.74287191,414.4235294,64.92,7.69,57.6581164012618,0.233495238095238,88.3305311637307,91.234028776365,298.949667053223,362.823333740234
"62",2021-12-29,20.2284406975959,18.6063285520692,8.863476218,297.094332978289,379.187664702375,1.06,309.254357873763,0.85,27.35,0.912947281782067,1866453600,39.74287191,414.4235294,64.92,7.69,57.3510499034267,0.130908383233533,90.2128119733621,85.5476698370551,300.239966888428,362.063323974609
"63",2021-12-30,20.0419026237286,18.2868287482663,8.863476218,297.613239572259,377.846757986335,1.06,310.195459673873,0.85,27.35,1.89730230424527,1819412700,39.74287191,414.4235294,64.92,7.69,55.1521411101821,0.116261788617886,84.100758338552,75.5205764022359,301.428566894531,356.779998779297
"64",2021-12-31,19.8686886979947,17.6332451030218,8.863476218,298.056653085069,376.476012930556,1.06,311.028421061828,0.85,27.35,2.28633002383952,1778679000,39.74287191,414.4235294,64.92,7.69,53.2703721786228,0.16684140625,69.820983001825,48.394702766184,302.584533691406,352.260009765625
"65",2022-01-03,21.2449588666268,19.8092025363718,9.817108295,292.550168012959,388.142831254619,0.94,312.788782352876,1.07,29.11,6.36753710255465,1882610400,36.58918586,335.7009346,80.54,9.73,66.3208634316235,0.128924104234528,59.5908025361843,54.857128440133,304.22440032959,399.926666259766
"66",2022-01-04,22.2270064891014,20.4168773831042,9.817108295,291.439697390127,393.939300412608,0.94,314.182997658234,1.07,29.11,8.15791171970352,1782362100,36.58918586,335.7009346,80.54,9.73,59.9884613881426,0.0883492857142857,52.9639628451535,55.6400573291434,305.648866882324,383.196655273438
"67",2022-01-05,22.2323371963228,21.0854341674026,9.817108295,291.403977424042,395.187352532013,0.94,315.143862358845,1.07,29.11,7.8331300851583,1702242300,36.58918586,335.7009346,80.54,9.73,53.2787677748283,0.0864772727272727,57.2758075965551,61.3302370203888,306.885366821289,362.706665039062
"68",2022-01-06,21.126104179233,21.1893323372254,9.817108295,291.400611357857,395.048717255425,0.94,315.931112488303,1.07,29.11,6.86665070671739,1611905700,36.58918586,335.7009346,80.54,9.73,50.9409491418108,0.146734188034188,51.0385568936873,36.1453763315295,308.147133483887,354.899993896484
"69",2022-01-07,19.9218584366354,21.3646186748845,9.817108295,291.934526597163,395.286802138188,0.94,316.453664861291,1.07,29.11,5.02765339639956,1527741000,36.58918586,335.7009346,80.54,9.73,47.3364008092582,0.0885096296296296,38.5721141733787,18.2407291682176,309.351300201416,342.320007324219
"70",2022-01-10,18.6906896691709,21.7219079624765,9.817108295,292.518460982979,396.072533279717,0.94,317.17154605293,1.07,29.11,4.35811363028165,1619556000,36.58918586,335.7009346,80.54,9.73,50.4536789824365,0.187184666666667,25.5067231729914,22.134064019227,310.581733551025,352.706665039062
"71",2022-01-11,17.4465433424013,21.0520090190072,9.817108295,294.996762306653,396.860564963855,0.94,317.916663711149,1.07,29.11,3.95086903457178,1685619300,36.58918586,335.7009346,80.54,9.73,51.0821388355001,0.196232110091743,23.1438799469516,29.0568466534102,311.884833374023,354.799987792969
"72",2022-01-12,16.9126403378703,20.7492479813772,9.817108295,298.049383239772,398.731610412572,0.94,318.923066216559,1.07,29.11,4.69880159411844,1769358300,36.58918586,335.7009346,80.54,9.73,55.1609523217653,0.159630612244898,36.1983097985445,57.4040187229963,313.304700012207,368.739990234375
"73",2022-01-13,15.7839523090206,21.3876356988067,9.817108295,300.036279394689,398.597048852382,0.94,319.416734856222,1.07,29.11,3.2459806011932,1672148400,36.58918586,335.7009346,80.54,9.73,47.5399285039201,0.109021794871795,48.37278804627,58.6574987624033,314.388899993896,343.853332519531
"74",2022-01-14,14.9483738999415,20.7794704012636,9.817108295,305.684640992618,397.038354002499,0.94,320.019769712875,1.07,29.11,2.5507009922905,1745072700,36.58918586,335.7009346,80.54,9.73,49.3614592741628,0.216258895705521,59.0166852328625,60.9885382131876,315.525966644287,349.869995117188
"75",2022-01-18,13.9174854480358,20.5983165619155,9.817108295,311.0422045341,394.945457209064,0.94,320.484790637689,1.07,29.11,1.46901603488249,1678329300,36.58918586,335.7009346,80.54,9.73,47.4826451548497,0.142512121212121,51.6727193336621,35.3721210253954,316.590333251953,343.503326416016
"76",2022-01-19,13.250258031259,20.5477235680957,9.817108295,318.856681645019,390.321312129395,0.94,320.710504314148,1.07,29.11,-0.322150035510617,1602886800,36.58918586,335.7009346,80.54,9.73,44.1776076195977,0.102132673267327,39.7459692692725,22.8772485692343,317.571966552734,331.883331298828
"77",2022-01-20,12.6483004294309,20.2147902928634,9.817108295,323.523299851086,387.579361281726,0.94,320.935840789865,1.07,29.11,-1.70532795038901,1673375400,36.58918586,335.7009346,80.54,9.73,44.2519295675626,0.183557692307692,21.5457545502244,6.38789405604339,318.519799804688,332.089996337891
"78",2022-01-21,12.970280864775,20.2958771364814,9.817108295,318.666800341815,390.270193066388,0.94,320.811038621726,1.07,29.11,-4.16213489022874,1569959400,36.58918586,335.7009346,80.54,9.73,39.4714578471484,0.0702471698113208,10.3123023733489,1.6717644947691,319.229766387939,314.633331298828
"79",2022-01-24,14.3844608607338,21.0468857380609,9.817108295,311.489840441537,392.880487317252,0.94,320.596958649019,1.07,29.11,-6.40916236960828,1418393700,36.58918586,335.7009346,80.54,9.73,38.289148801864,0.0809756097560976,7.16237872344541,13.4274776195236,319.877366333008,310
"80",2022-01-25,15.3288150425922,20.6875840851748,9.817108295,304.371105619887,394.147888520738,0.94,320.310550186639,1.07,29.11,-8.40506730118591,1331797800,36.58918586,335.7009346,80.54,9.73,37.2854227234022,0.141203821656051,12.9612670205777,23.7845589474403,320.491732940674,306.133331298828
"81",2022-01-26,15.4842543272045,21.1549002924,9.817108295,299.587711069882,393.89594981879,0.94,320.155291791273,1.07,29.11,-9.36753689995118,1436665200,36.58918586,335.7009346,80.54,9.73,40.0585850539891,0.166153821656051,25.0629578626907,37.976837021108,321.175132904053,312.470001220703
"82",2022-01-27,16.528175394188,22.2250258225746,9.817108295,286.836364350888,398.07763101044,0.94,319.288190343945,1.07,29.11,-12.894893887437,1289555700,36.58918586,335.7009346,80.54,9.73,31.5095068693277,0.0830505703422053,29.2739464035175,26.0604432420042,321.49356628418,276.366668701172
"83",2022-01-28,17.8630093281791,22.1968109130938,9.817108295,277.690478724199,399.757183629316,0.94,318.552120608444,1.07,29.11,-15.0528528504251,1424344800,36.58918586,335.7009346,80.54,9.73,33.9280081411394,0.161705882352941,29.4583353739357,24.3377258586947,321.804999694824,282.116668701172
"84",2022-01-31,17.6883531304255,22.7932288033695,9.817108295,274.975868882088,398.469791518303,0.94,318.42712792777,1.07,29.11,-14.1690189486882,1528780800,36.58918586,335.7009346,80.54,9.73,44.9042532538195,0.148735114503817,28.1081820191749,33.9263769568258,322.414499664307,312.239990234375
"85",2022-02-01,17.4349731464703,22.0865713469904,9.817108295,276.821480236972,387.673179186856,0.94,318.268504731064,1.07,29.11,-13.46053731323,1455642600,36.58918586,335.7009346,80.54,9.73,44.4231988224333,0.149576315789474,38.6301617639992,57.626382476477,323.002466278076,310.416656494141
"86",2022-02-02,17.3928852395593,21.5111018778695,9.817108295,276.499154218483,379.864505449486,0.94,317.944111720842,1.07,29.11,-13.432518415271,1388849700,36.58918586,335.7009346,80.54,9.73,42.1483387569925,0.137313541666667,54.965566150006,73.3439390167151,323.567099456787,301.886657714844
"87",2022-02-03,17.4665268524927,21.3193582204379,9.817108295,274.070948603662,375.726710698096,0.94,317.530300822943,1.07,29.11,-13.6435857282657,1309994100,36.58918586,335.7009346,80.54,9.73,40.86947389918,0.127096,67.1489773893464,70.4766106748469,324.060899353027,297.046661376953
"88",2022-02-04,17.5349083502165,21.1139275516511,9.817108295,273.147085022333,371.937909484503,0.94,317.337093795702,1.07,29.11,-12.7977794610056,1383619500,36.58918586,335.7009346,80.54,9.73,44.8624509051389,0.23787037037037,71.8638133489234,71.7708903552082,324.656999511719,307.773345947266
"89",2022-02-07,17.3687866782211,20.6786484073367,9.817108295,271.288840821222,369.808818480536,0.94,317.042233626944,1.07,29.11,-12.4141882858678,1322625000,36.58918586,335.7009346,80.54,9.73,43.2988077247748,0.115851807228916,67.4459650811055,60.0903942132611,325.162032775879,302.446655273438
"90",2022-02-08,17.3362979907648,19.951364491383,9.817108295,271.014280996322,365.546046152116,0.94,316.849978377022,1.07,29.11,-11.5823603747163,1373354100,36.58918586,335.7009346,80.54,9.73,45.1863018174868,0.209286363636364,63.5761137034067,58.8670565417507,325.712066192627,307.333343505859
"91",2022-02-09,16.8730899771669,19.1517444098277,9.817108295,271.80793779706,360.339056221495,0.94,316.727536359539,1.07,29.11,-10.5327453298804,1425613500,36.58918586,335.7009346,80.54,9.73,46.4946894927388,0.137129885057471,59.4426498999814,59.3704989449322,326.287099456787,310.666656494141
"92",2022-02-10,16.8323011793231,18.9054297107719,9.817108295,275.270664552381,350.153996702502,0.94,316.426330938512,1.07,29.11,-10.3202801174934,1359486600,36.58918586,335.7009346,80.54,9.73,43.4301312779582,0.147586764705882,58.6720267600688,57.7785247935235,326.868366088867,301.516662597656
"93",2022-02-11,17.4821777244571,19.1088509040036,9.817108295,273.646668266499,346.059325385845,0.94,315.837030454465,1.07,29.11,-11.2208246104337,1279840800,36.58918586,335.7009346,80.54,9.73,38.9437812709873,0.0923050505050505,52.5203265408227,40.4119558840123,327.27043258667,286.666656494141
"94",2022-02-14,18.0856345163673,18.8327434942869,9.817108295,274.996734119462,338.914261363936,0.94,315.363426156906,1.07,29.11,-11.379435559084,1347597300,36.58918586,335.7009346,80.54,9.73,41.255649503984,0.219140350877193,40.6087553801968,23.6357854630546,327.683166046143,291.920013427734
"95",2022-02-15,18.0578619215665,18.6123077494382,9.817108295,277.927542488361,332.380785758709,0.94,315.207252451872,1.07,29.11,-10.1330376421109,1404883500,36.58918586,335.7009346,80.54,9.73,47.5849117081373,0.287286363636364,33.666706085232,36.952376908629,328.245799255371,307.476654052734
